"","post.mean","l.95..CI","u.95..CI","variance_component"
"1",0.437746294129185,0.0869809724840495,0.872833710278403,"Bu_Bc"
"2",0.189287912023961,-0.147126084519027,0.506761995388731,"Bu_Be"
"3",-0.248458382105224,-0.612888680632384,0.132049270849454,"Bc_Be"
