"","x1","x2","x","x_group"
"observed",0.252659286802302,1.74765220380525,0.934696787876787,0.962189849414384
"relative_within",0.502140249553378,0.505477548361486,0.503561931944588,0.503724147024724
"relative_global",0.127586603421841,0.882520533752161,0.471998436724069,0.485881743305213
"log",0.494687403833412,0.497469130134189,0.477959457449722,0.496007624019593
