"","post.mean","l.95..CI","u.95..CI","variance_component"
"1",-0.84070637467209,-1.5040132495663,-0.220983740262245,"Ba_Bpe"
"2",-0.105109496275227,-0.692451554901536,0.394668452753749,"Ba_Bc"
"3",-0.382931640239492,-0.925014732509972,0.0527512521219768,"Ba_Be"
"4",0.735596878396863,0.267477598777232,1.1894332386247,"Bpe_Bc"
"5",0.457774734432598,0.0491303747093854,0.915856251746578,"Bpe_Be"
"6",-0.277822143964265,-0.626832893244088,0.109178966604084,"Bc_Be"
