"Year","std_Weight","ARS","rel_ARS","Age","Centered_Age","Year2","animal","StagCode"
"1992",0.716969638640505,2,1.48121645796064,10,1.08574879227053,1992,190,190
"1992",0.484423708430547,0,0,9,0.0857487922705307,1992,281,281
"1992",-0.302004346461313,0,0,8,-0.914251207729469,1992,295,295
"1992",-0.361197855969302,0,0,8,-0.914251207729469,1992,295,295
"1992",0.421002091100558,2,1.48121645796064,11,2.08574879227053,1992,265,265
"1992",0.924146921918468,2,1.48121645796064,11,2.08574879227053,1992,265,265
"1992",-0.297776238639313,1,0.740608228980322,8,-0.914251207729469,1992,361,361
"1992",-0.923536196295201,1,0.740608228980322,7,-1.91425120772947,1992,467,467
"1992",-0.822061608567219,1,0.740608228980322,7,-1.91425120772947,1992,467,467
"1993",-0.424619473299291,2,1.48121645796064,8,-0.914251207729469,1993,244,244
"1993",0.0108756323666314,0,0,9,0.0857487922705307,1993,295,295
"1993",-1.56620858523909,1,0.740608228980322,7,-1.91425120772947,1993,369,369
"1993",0.0531567105866238,3,2.22182468694097,9,0.0857487922705307,1993,310,310
"1993",-0.521865953205273,0,0,7,-1.91425120772947,1993,324,324
"1993",-1.17722266561516,0,0,6,-2.91425120772947,1993,291,291
"1993",-0.504953521917276,0,0,7,-1.91425120772947,1993,203,203
"1993",0.205368592178597,1,0.740608228980322,8,-0.914251207729469,1993,380,380
"1993",0.125034543560611,1,0.740608228980322,8,-0.914251207729469,1993,380,380
"1993",-0.441531904587288,0,0,8,-0.914251207729469,1993,467,467
"1993",-0.471128659341282,0,0,8,-0.914251207729469,1993,317,317
"1993",0.809988010724488,2,1.48121645796064,11,2.08574879227053,1993,190,190
"1993",0.831128549834484,2,1.48121645796064,11,2.08574879227053,1993,190,190
"1993",-0.602200001823259,2,1.48121645796064,8,-0.914251207729469,1993,366,366
"1994",0.662004236954515,6,4.44364937388193,10,1.08574879227053,1994,282,282
"1994",0.590126403980528,6,4.44364937388193,10,1.08574879227053,1994,282,282
"1994",0.852269088944481,3,2.22182468694097,9,0.0857487922705307,1994,244,244
"1994",0.0700691418746208,0,0,10,1.08574879227053,1994,295,295
"1994",-2.056669092591,1,0.740608228980322,5,-3.91425120772947,1994,363,363
"1994",1.68097822205633,6,4.44364937388193,9,0.0857487922705307,1994,380,380
"1994",1.22434257728041,1,0.740608228980322,11,2.08574879227053,1994,246,246
"1994",-1.58734912434908,0,0,5,-3.91425120772947,1994,344,344
"1994",-1.57466480088308,0,0,5,-3.91425120772947,1994,344,344
"1994",0.222281023466594,0,0,8,-0.914251207729469,1994,203,203
"1994",0.505564247540543,0,0,8,-0.914251207729469,1994,203,203
"1994",0.7465663933945,2,1.48121645796064,10,1.08574879227053,1994,310,310
"1994",-1.75224532940705,0,0,5,-3.91425120772947,1994,377,377
"1994",0.873409628054477,2,1.48121645796064,12,3.08574879227053,1994,190,190
"1994",0.767706932504496,2,1.48121645796064,12,3.08574879227053,1994,190,190
"1994",0.1884561608906,2,1.48121645796064,9,0.0857487922705307,1994,201,201
"1994",-0.0736865240733535,2,1.48121645796064,9,0.0857487922705307,1994,201,201
"1995",-0.805149177279223,1,0.740608228980322,10,1.08574879227053,1995,322,322
"1995",0.828591788307116,9,6.6654740608229,10,1.08574879227053,1995,317,317
"1995",1.20785285360879,9,6.6654740608229,10,1.08574879227053,1995,317,317
"1995",-0.9319924119392,3,2.22182468694097,6,-2.91425120772947,1995,377,377
"1995",1.11863988173043,4,2.96243291592129,11,2.08574879227053,1995,282,282
"1995",1.41460742927038,1,0.740608228980322,10,1.08574879227053,1995,380,380
"1995",1.66829389859033,1,0.740608228980322,10,1.08574879227053,1995,380,380
"1995",0.154208590698237,0,0,10,1.08574879227053,1995,467,467
"1995",-0.183617327445334,1,0.740608228980322,9,0.0857487922705307,1995,337,337
"1995",0.198180757298283,1,0.740608228980322,9,0.0857487922705307,1995,337,337
"1995",-0.36796272531867,0,0,10,1.08574879227053,1995,366,366
"1995",-1.51885372604978,0,0,5,-3.91425120772947,1995,388,388
"1995",-1.46853926875945,0,0,5,-3.91425120772947,1995,388,388
"1995",-0.256763541183005,0,0,9,0.0857487922705307,1995,369,369
"1995",-0.5446978386099,2,1.48121645796064,7,-1.91425120772947,1995,413,413
"1995",-0.407707042011294,0,0,10,1.08574879227053,1995,283,283
"1995",-1.4647339975111,0,0,5,-3.91425120772947,1995,469,469
"1995",-0.0440897693193588,5,3.70304114490161,9,0.0857487922705307,1995,367,367
"1995",-1.88077978140437,0,0,5,-3.91425120772947,1995,426,426
"1995",0.251877778220588,1,0.740608228980322,11,2.08574879227053,1995,368,368
"1996",0.835356657656484,5,3.70304114490161,11,2.08574879227053,1996,317,317
"1996",1.08904312697644,5,3.70304114490161,11,2.08574879227053,1996,317,317
"1996",2.17566683723024,3,2.22182468694097,10,1.08574879227053,1996,207,207
"1996",2.11647332772225,3,2.22182468694097,10,1.08574879227053,1996,207,207
"1996",-0.158248680513338,1,0.740608228980322,7,-1.91425120772947,1996,377,377
"1996",-0.623340540933255,1,0.740608228980322,7,-1.91425120772947,1996,377,377
"1996",0.289930748618581,0,0,10,1.08574879227053,1996,336,336
"1996",0.46328316932055,0,0,10,1.08574879227053,1996,336,336
"1996",0.573213972692531,1,0.740608228980322,10,1.08574879227053,1996,324,324
"1996",0.366036689414568,1,0.740608228980322,10,1.08574879227053,1996,324,324
"1996",0.953743676672463,3,2.22182468694097,11,2.08574879227053,1996,366,366
"1996",1.19051771470442,3,2.22182468694097,11,2.08574879227053,1996,366,366
"1996",1.02139340182445,0,0,10,1.08574879227053,1996,337,337
"1996",-1.40131238018112,0,0,6,-2.91425120772947,1996,428,428
"1996",-1.59157723217108,0,0,6,-2.91425120772947,1996,428,428
"1996",-0.31891677774931,0,0,8,-0.914251207729469,1996,413,413
"1996",0.704285315174507,0,0,11,2.08574879227053,1996,467,467
"1996",1.95580523048628,0,0,11,2.08574879227053,1996,380,380
"1996",1.93466469137629,0,0,11,2.08574879227053,1996,380,380
"1996",1.3215890571864,0,0,11,2.08574879227053,1996,244,244
"1996",-1.19836320472515,2,1.48121645796064,6,-2.91425120772947,1996,469,469
"1996",-1.17722266561516,2,1.48121645796064,6,-2.91425120772947,1996,469,469
"1996",0.797303687258491,0,0,14,5.08574879227053,1996,190,190
"1996",0.552073433582534,0,0,14,5.08574879227053,1996,190,190
"1996",1.2877641946104,0,0,13,4.08574879227053,1996,246,246
"1996",1.02562150964645,0,0,13,4.08574879227053,1996,246,246
"1996",-0.048317877141358,1,0.740608228980322,7,-1.91425120772947,1996,344,344
"1996",-0.424619473299291,1,0.740608228980322,7,-1.91425120772947,1996,344,344
"1996",-0.893939441541207,2,1.48121645796064,7,-1.91425120772947,1996,463,463
"1996",-0.936220519761199,2,1.48121645796064,7,-1.91425120772947,1996,463,463
"1996",-1.43936535057911,2,1.48121645796064,5,-3.91425120772947,1996,384,384
"1996",-0.251267052597322,0,0,10,1.08574879227053,1996,369,369
"1996",-0.242810836953323,0,0,10,1.08574879227053,1996,369,369
"1997",1.16092095995043,3,2.22182468694097,12,3.08574879227053,1997,317,317
"1997",-0.297776238639313,4,2.96243291592129,8,-0.914251207729469,1997,377,377
"1997",-0.910851872829204,2,1.48121645796064,7,-1.91425120772947,1997,428,428
"1997",2.04882360257027,0,0,12,3.08574879227053,1997,380,380
"1997",1.79513713325031,0,0,12,3.08574879227053,1997,380,380
"1997",-0.382338395079298,0,0,6,-2.91425120772947,1997,280,280
"1997",1.96426144613028,0,0,12,3.08574879227053,1997,244,244
"1997",1.64715335948034,0,0,12,3.08574879227053,1997,244,244
"1997",-0.065230308429355,1,0.740608228980322,9,0.0857487922705307,1997,147,147
"1997",1.13978042084043,0,0,14,5.08574879227053,1997,246,246
"1997",0.505564247540543,0,0,14,5.08574879227053,1997,246,246
"1997",1.92198036791029,0,0,14,5.08574879227053,1997,376,376
"1997",-0.382338395079298,1,0.740608228980322,8,-0.914251207729469,1997,463,463
"1997",-0.276635699529317,1,0.740608228980322,8,-0.914251207729469,1997,463,463
"1997",-0.572603247069264,0,0,8,-0.914251207729469,1997,438,438
"1997",-0.192073543089332,0,0,8,-0.914251207729469,1997,438,438
"1997",-0.170933003979336,1,0.740608228980322,7,-1.91425120772947,1997,469,469
"1997",1.75285605503032,0,0,11,2.08574879227053,1997,207,207
"1997",0.125034543560611,1,0.740608228980322,8,-0.914251207729469,1997,344,344
"1997",0.103894004450615,1,0.740608228980322,8,-0.914251207729469,1997,344,344
"1997",-0.14979246486934,2,1.48121645796064,7,-1.91425120772947,1997,388,388
"1997",-0.0229492302093626,2,1.48121645796064,7,-1.91425120772947,1997,388,388
"1997",0.590126403980528,1,0.740608228980322,11,2.08574879227053,1997,369,369
"1997",0.103894004450615,1,0.740608228980322,11,2.08574879227053,1997,369,369
"1997",-0.424619473299291,3,2.22182468694097,7,-1.91425120772947,1997,426,426
"1998",-0.720587020839238,0,0,8,-0.914251207729469,1998,469,469
"1998",-0.614884325289257,0,0,8,-0.914251207729469,1998,469,469
"1998",0.0193318480106299,3,2.22182468694097,9,0.0857487922705307,1998,377,377
"1998",0.230737239110592,3,2.22182468694097,9,0.0857487922705307,1998,377,377
"1998",-1.03769510748918,4,2.96243291592129,8,-0.914251207729469,1998,428,428
"1998",-0.31891677774931,0,0,9,0.0857487922705307,1998,445,445
"1998",0.230737239110592,0,0,12,3.08574879227053,1998,337,337
"1998",0.442142630210554,0,0,12,3.08574879227053,1998,337,337
"1998",0.0193318480106299,6,4.44364937388193,10,1.08574879227053,1998,362,362
"1998",-0.192073543089332,6,4.44364937388193,10,1.08574879227053,1998,362,362
"1998",-0.192073543089332,0,0,13,4.08574879227053,1998,366,366
"1998",1.81627767236031,0,0,13,4.08574879227053,1998,380,380
"1998",0.442142630210554,0,0,13,4.08574879227053,1998,317,317
"1998",0.0193318480106299,0,0,13,4.08574879227053,1998,317,317
"1998",0.864953412410478,0,0,13,4.08574879227053,1998,244,244
"1998",0.442142630210554,0,0,9,0.0857487922705307,1998,344,344
"1998",-1.67191128078907,1,0.740608228980322,5,-3.91425120772947,1998,542,542
"1998",-0.403478934189294,1,0.740608228980322,7,-1.91425120772947,1998,384,384
"1998",0.0193318480106299,1,0.740608228980322,9,0.0857487922705307,1998,328,328
"1998",0.442142630210554,1,0.740608228980322,9,0.0857487922705307,1998,328,328
"1999",1.03407772529045,2,1.48121645796064,10,1.08574879227053,1999,377,377
"1999",0.949515568850463,3,2.22182468694097,13,4.08574879227053,1999,367,367
"1999",-1.46050588968911,0,0,6,-2.91425120772947,1999,400,400
"1999",-1.5027869679091,0,0,6,-2.91425120772947,1999,400,400
"1999",-1.41822481146911,0,0,6,-2.91425120772947,1999,400,400
"1999",1.03407772529045,0,0,14,5.08574879227053,1999,467,467
"1999",0.0193318480106299,1,0.740608228980322,11,2.08574879227053,1999,147,147
"1999",0.230737239110592,0,0,9,0.0857487922705307,1999,428,428
"1999",-0.107511386649347,0,0,9,0.0857487922705307,1999,428,428
"1999",0.273018317330584,0,0,9,0.0857487922705307,1999,428,428
"1999",-0.14979246486934,0,0,9,0.0857487922705307,1999,428,428
"1999",1.41460742927038,5,3.70304114490161,10,1.08574879227053,1999,344,344
"1999",0.991796647070456,5,3.70304114490161,10,1.08574879227053,1999,344,344
"1999",1.45688850749037,5,3.70304114490161,10,1.08574879227053,1999,344,344
"1999",1.03407772529045,5,3.70304114490161,10,1.08574879227053,1999,344,344
"1999",0.695829099530509,6,4.44364937388193,9,0.0857487922705307,1999,353,353
"1999",0.653548021310516,6,4.44364937388193,9,0.0857487922705307,1999,353,353
"1999",1.37232635105039,0,0,16,7.08574879227053,1999,246,246
"1999",0.695829099530509,2,1.48121645796064,9,0.0857487922705307,1999,388,388
"1999",1.07635880351044,3,2.22182468694097,11,2.08574879227053,1999,294,294
"1999",1.11863988173043,3,2.22182468694097,11,2.08574879227053,1999,294,294
"1999",-0.107511386649347,1,0.740608228980322,6,-2.91425120772947,1999,542,542
"1999",1.39346689016038,3,2.22182468694097,8,-0.914251207729469,1999,384,384
"1999",0.230737239110592,0,0,9,0.0857487922705307,1999,151,151
"1999",0.653548021310516,0,0,13,4.08574879227053,1999,369,369
"1999",0.695829099530509,0,0,13,4.08574879227053,1999,369,369
"1999",0.822672334190486,0,0,10,1.08574879227053,1999,320,320
"2000",0.125034543560611,3,2.22182468694097,8,-0.914251207729469,2000,392,392
"2000",0.442142630210554,0,0,11,2.08574879227053,2000,343,343
"2000",-2.09472206298899,0,0,5,-3.91425120772947,2000,471,471
"2000",0.230737239110592,0,0,7,-1.91425120772947,2000,542,542
"2000",0.653548021310516,0,0,7,-1.91425120772947,2000,542,542
"2000",-0.192073543089332,3,2.22182468694097,10,1.08574879227053,2000,428,428
"2000",0.125034543560611,4,2.96243291592129,9,0.0857487922705307,2000,280,280
"2000",1.07635880351044,1,0.740608228980322,10,1.08574879227053,2000,469,469
"2000",0.547845325760535,4,2.96243291592129,13,4.08574879227053,2000,364,364
"2000",0.442142630210554,4,2.96243291592129,13,4.08574879227053,2000,364,364
"2000",0.759250716860497,2,1.48121645796064,12,3.08574879227053,2000,413,413
"2000",0.336439934660573,1,0.740608228980322,10,1.08574879227053,2000,151,151
"2000",-1.03769510748918,1,0.740608228980322,7,-1.91425120772947,2000,400,400
"2000",-0.297776238639313,0,0,12,3.08574879227053,2000,147,147
"2000",-0.0863708475393512,2,1.48121645796064,10,1.08574879227053,2000,231,231
"2000",1.2877641946104,4,2.96243291592129,9,0.0857487922705307,2000,384,384
"2000",1.49916958571036,4,2.96243291592129,9,0.0857487922705307,2000,384,384
"2000",0.0193318480106299,0,0,12,3.08574879227053,2000,46,46
"2000",-0.9319924119392,0,0,6,-2.91425120772947,2000,459,459
"2000",-1.77761397633905,0,0,5,-3.91425120772947,2000,414,414
"2000",-1.67191128078907,0,0,5,-3.91425120772947,2000,414,414
"2000",-1.88331667188903,0,0,5,-3.91425120772947,2000,385,385
"2001",0.547845325760535,0,0,10,1.08574879227053,2001,280,280
"2001",0.230737239110592,2,1.48121645796064,10,1.08574879227053,2001,427,427
"2001",1.49916958571036,4,2.96243291592129,11,2.08574879227053,2001,292,292
"2001",-0.403478934189294,2,1.48121645796064,7,-1.91425120772947,2001,462,462
"2001",1.49916958571036,0,0,10,1.08574879227053,2001,384,384
"2001",1.39346689016038,0,0,10,1.08574879227053,2001,384,384
"2001",-0.192073543089332,0,0,11,2.08574879227053,2001,428,428
"2001",0.547845325760535,0,0,11,2.08574879227053,2001,151,151
"2001",0.230737239110592,0,0,11,2.08574879227053,2001,151,151
"2001",-1.67191128078907,0,0,7,-1.91425120772947,2001,456,456
"2001",-1.24910049858914,0,0,6,-2.91425120772947,2001,418,418
"2001",-0.614884325289257,4,2.96243291592129,8,-0.914251207729469,2001,400,400
"2001",-0.509181629739275,4,2.96243291592129,8,-0.914251207729469,2001,400,400
"2001",-0.614884325289257,0,0,6,-2.91425120772947,2001,401,401
"2001",1.2877641946104,0,0,8,-0.914251207729469,2001,542,542
"2001",1.92198036791029,0,0,8,-0.914251207729469,2001,542,542
"2001",-1.56620858523909,0,0,5,-3.91425120772947,2001,402,402
"2001",-1.77761397633905,0,0,5,-3.91425120772947,2001,402,402
"2001",-1.46050588968911,1,0.740608228980322,6,-2.91425120772947,2001,490,490
"2001",-1.24910049858914,1,0.740608228980322,6,-2.91425120772947,2001,490,490
"2001",-1.03769510748918,1,0.740608228980322,6,-2.91425120772947,2001,385,385
"2001",-1.46050588968911,0,0,6,-2.91425120772947,2001,471,471
"2001",-1.24910049858914,2,1.48121645796064,6,-2.91425120772947,2001,421,421
"2001",-1.77761397633905,0,0,5,-3.91425120772947,2001,443,443
"2002",0.442142630210554,6,4.44364937388193,10,1.08574879227053,2002,392,392
"2002",0.653548021310516,6,4.44364937388193,10,1.08574879227053,2002,392,392
"2002",-0.614884325289257,3,2.22182468694097,8,-0.914251207729469,2002,462,462
"2002",-0.403478934189294,2,1.48121645796064,9,0.0857487922705307,2002,400,400
"2002",-0.403478934189294,3,2.22182468694097,7,-1.91425120772947,2002,401,401
"2002",0.442142630210554,2,1.48121645796064,13,4.08574879227053,2002,377,377
"2002",0.653548021310516,2,1.48121645796064,13,4.08574879227053,2002,377,377
"2002",0.442142630210554,0,0,14,5.08574879227053,2002,413,413
"2002",-0.826289716389219,0,0,7,-1.91425120772947,2002,385,385
"2003",-1.88331667188903,0,0,5,-3.91425120772947,2003,420,420
"2003",-1.03769510748918,0,0,8,-0.914251207729469,2003,398,398
"2003",-1.14339780303916,0,0,8,-0.914251207729469,2003,398,398
"2003",0.759250716860497,0,0,14,5.08574879227053,2003,377,377
"2003",1.07635880351044,0,0,14,5.08574879227053,2003,377,377
"2003",0.125034543560611,2,1.48121645796064,7,-1.91425120772947,2003,470,470
"2003",0.125034543560611,5,3.70304114490161,10,1.08574879227053,2003,400,400
"2003",0.230737239110592,5,3.70304114490161,10,1.08574879227053,2003,400,400
"2003",-0.297776238639313,1,0.740608228980322,7,-1.91425120772947,2003,429,429
"2003",-0.403478934189294,1,0.740608228980322,9,0.0857487922705307,2003,78,78
"2004",-0.0863708475393512,0,0,8,-0.914251207729469,2004,494,494
"2004",-0.192073543089332,0,0,8,-0.914251207729469,2004,494,494
"2004",0.653548021310516,0,0,13,4.08574879227053,2004,280,280
"2004",1.92198036791029,5,3.70304114490161,10,1.08574879227053,2004,459,459
"2004",2.13338575901025,5,3.70304114490161,10,1.08574879227053,2004,459,459
"2004",0.230737239110592,0,0,8,-0.914251207729469,2004,493,493
"2004",1.07635880351044,3,2.22182468694097,9,0.0857487922705307,2004,421,421
"2004",1.18206149906042,3,2.22182468694097,9,0.0857487922705307,2004,421,421
"2005",0.759250716860497,9,6.6654740608229,11,2.08574879227053,2005,462,462
"2005",1.60487228126035,0,0,9,0.0857487922705307,2005,470,470
"2005",1.39346689016038,3,2.22182468694097,11,2.08574879227053,2005,411,411
"2005",0.864953412410478,3,2.22182468694097,11,2.08574879227053,2005,411,411
"2005",0.230737239110592,1,0.740608228980322,9,0.0857487922705307,2005,419,419
"2005",1.39346689016038,1,0.740608228980322,10,1.08574879227053,2005,414,414
"2005",1.60487228126035,1,0.740608228980322,10,1.08574879227053,2005,414,414
"2005",1.39346689016038,2,1.48121645796064,9,0.0857487922705307,2005,429,429
"2005",1.2877641946104,2,1.48121645796064,9,0.0857487922705307,2005,429,429
"2005",1.2877641946104,4,2.96243291592129,10,1.08574879227053,2005,421,421
"2005",0.97065610796046,7,5.18425760286225,12,3.08574879227053,2005,400,400
"2005",1.07635880351044,2,1.48121645796064,10,1.08574879227053,2005,401,401
"2005",-0.826289716389219,2,1.48121645796064,10,1.08574879227053,2005,460,460
"2005",0.230737239110592,1,0.740608228980322,11,2.08574879227053,2005,506,506
"2005",-0.297776238639313,1,0.740608228980322,10,1.08574879227053,2005,398,398
"2005",-0.403478934189294,0,0,7,-1.91425120772947,2005,521,521
"2006",0.230737239110592,1,0.740608228980322,10,1.08574879227053,2006,494,494
"2006",0.0193318480106299,1,0.740608228980322,10,1.08574879227053,2006,494,494
"2006",0.230737239110592,3,2.22182468694097,10,1.08574879227053,2006,419,419
"2006",-0.403478934189294,0,0,8,-0.914251207729469,2006,420,420
"2006",0.125034543560611,0,0,9,0.0857487922705307,2006,507,507
"2006",-0.720587020839238,0,0,6,-2.91425120772947,2006,487,487
"2006",-1.03769510748918,3,2.22182468694097,9,0.0857487922705307,2006,461,461
"2006",0.547845325760535,1,0.740608228980322,11,2.08574879227053,2006,414,414
"2006",0.653548021310516,0,0,10,1.08574879227053,2006,475,475
"2006",0.0193318480106299,0,0,9,0.0857487922705307,2006,513,513
"2006",0.442142630210554,0,0,8,-0.914251207729469,2006,521,521
"2006",-0.192073543089332,0,0,8,-0.914251207729469,2006,521,521
"2007",1.49916958571036,7,5.18425760286225,12,3.08574879227053,2007,440,440
"2007",1.71057497681033,7,5.18425760286225,12,3.08574879227053,2007,440,440
"2007",0.864953412410478,0,0,13,4.08574879227053,2007,462,462
"2007",0.336439934660573,0,0,13,4.08574879227053,2007,462,462
"2007",1.07635880351044,6,4.44364937388193,10,1.08574879227053,2007,174,174
"2007",1.2877641946104,6,4.44364937388193,10,1.08574879227053,2007,174,174
"2007",2.66189923676016,0,0,12,3.08574879227053,2007,480,480
"2007",-1.88331667188903,0,0,5,-3.91425120772947,2007,519,519
"2007",-0.0863708475393512,4,2.96243291592129,9,0.0857487922705307,2007,553,553
"2007",0.230737239110592,0,0,10,1.08574879227053,2007,507,507
"2007",0.336439934660573,0,0,10,1.08574879227053,2007,507,507
"2007",1.07635880351044,4,2.96243291592129,9,0.0857487922705307,2007,453,453
"2007",1.49916958571036,0,0,12,3.08574879227053,2007,414,414
"2007",1.39346689016038,0,0,12,3.08574879227053,2007,414,414
"2007",1.49916958571036,4,2.96243291592129,11,2.08574879227053,2007,429,429
"2007",0.653548021310516,1,0.740608228980322,10,1.08574879227053,2007,488,488
"2007",0.0193318480106299,0,0,7,-1.91425120772947,2007,487,487
"2007",0.125034543560611,0,0,7,-1.91425120772947,2007,487,487
"2007",0.759250716860497,3,2.22182468694097,12,3.08574879227053,2007,396,396
"2007",0.864953412410478,3,2.22182468694097,12,3.08574879227053,2007,396,396
"2007",0.864953412410478,3,2.22182468694097,10,1.08574879227053,2007,457,457
"2007",-0.297776238639313,0,0,8,-0.914251207729469,2007,403,403
"2007",-0.614884325289257,2,1.48121645796064,7,-1.91425120772947,2007,454,454
"2007",-0.403478934189294,2,1.48121645796064,8,-0.914251207729469,2007,499,499
"2007",0.0193318480106299,0,0,9,0.0857487922705307,2007,420,420
"1977",0.167315621780603,0,0,10,1.08574879227053,1977,94,94
"1977",0.146175082670607,0,0,10,1.08574879227053,1977,94,94
"1991",0.256105886042587,0,0,8,-0.914251207729469,1991,206,206
"1993",-0.280863807351316,0,0,10,1.08574879227053,1993,206,206
"2008",1.20320203817042,5,3.70304114490161,11,2.08574879227053,2008,174,174
"2008",1.37232635105039,5,3.70304114490161,11,2.08574879227053,2008,174,174
"2008",0.738110177750501,5,3.70304114490161,8,-0.914251207729469,2008,487,487
"2010",1.24548311639041,0,0,13,4.08574879227053,2010,174,174
"2010",0.0193318480106299,1,0.740608228980322,8,-0.914251207729469,2010,537,537
"2010",1.2877641946104,2,1.48121645796064,15,6.08574879227053,2010,440,440
"2010",0.0193318480106299,0,0,9,0.0857487922705307,2010,486,486
"2008",0.103894004450615,0,0,11,2.08574879227053,2008,513,513
"2008",0.653548021310516,0,0,11,2.08574879227053,2008,513,513
"2008",2.93672624519011,0,0,13,4.08574879227053,2008,480,480
"2008",2.89444516697012,0,0,13,4.08574879227053,2008,480,480
"2008",1.8796992896903,3,2.22182468694097,12,3.08574879227053,2008,429,429
"2008",1.24548311639041,1,0.740608228980322,10,1.08574879227053,2008,521,521
"2008",0.103894004450615,0,0,8,-0.914251207729469,2008,482,482
"2008",0.273018317330584,0,0,13,4.08574879227053,2008,396,396
"2011",1.24548311639041,1,0.740608228980322,14,5.08574879227053,2011,174,174
"2011",1.37232635105039,1,0.740608228980322,14,5.08574879227053,2011,174,174
"2011",1.62601282037034,5,3.70304114490161,11,2.08574879227053,2011,487,487
"2011",0.991796647070456,5,3.70304114490161,11,2.08574879227053,2011,487,487
"2011",-0.276635699529317,3,2.22182468694097,9,0.0857487922705307,2011,79,79
"2011",0.822672334190486,2,1.48121645796064,9,0.0857487922705307,2011,516,516
"2011",0.653548021310516,4,2.96243291592129,11,2.08574879227053,2011,482,482
"2011",0.484423708430547,4,2.96243291592129,11,2.08574879227053,2011,482,482
"2011",-0.826289716389219,2,1.48121645796064,6,-2.91425120772947,2011,536,536
"2011",0.568985864870531,1,0.740608228980322,12,3.08574879227053,2011,382,382
"2011",0.1884561608906,1,0.740608228980322,12,3.08574879227053,2011,499,499
"2011",0.103894004450615,1,0.740608228980322,12,3.08574879227053,2011,499,499
"2011",-0.445760012409287,1,0.740608228980322,8,-0.914251207729469,2011,80,80
"2011",-0.572603247069264,0,0,9,0.0857487922705307,2011,503,503
"2011",-0.107511386649347,0,0,9,0.0857487922705307,2011,503,503
"2012",-0.910851872829204,0,0,7,-1.91425120772947,2012,531,531
"2012",-0.953132951049196,0,0,7,-1.91425120772947,2012,531,531
"2012",1.16092095995043,2,1.48121645796064,15,6.08574879227053,2012,174,174
"2012",0.442142630210554,0,0,9,0.0857487922705307,2012,538,538
"2012",1.2877641946104,3,2.22182468694097,12,3.08574879227053,2012,487,487
"2012",0.738110177750501,2,1.48121645796064,10,1.08574879227053,2012,516,516
"2012",0.442142630210554,2,1.48121645796064,10,1.08574879227053,2012,516,516
"2012",1.03407772529045,4,2.96243291592129,12,3.08574879227053,2012,482,482
"2012",0.780391255970494,4,2.96243291592129,12,3.08574879227053,2012,482,482
"2012",-0.065230308429355,3,2.22182468694097,9,0.0857487922705307,2012,80,80
"2012",-0.403478934189294,0,0,8,-0.914251207729469,2012,523,523
"2012",-0.572603247069264,1,0.740608228980322,9,0.0857487922705307,2012,544,544
"2012",-0.445760012409287,3,2.22182468694097,7,-1.91425120772947,2012,533,533
"2012",0.1884561608906,1,0.740608228980322,12,3.08574879227053,2012,454,454
"2012",-0.065230308429355,1,0.740608228980322,12,3.08574879227053,2012,454,454
"2012",0.103894004450615,0,0,10,1.08574879227053,2012,503,503
"2013",-0.065230308429355,3,2.22182468694097,9,0.0857487922705307,2013,545,545
"2013",-0.14979246486934,3,2.22182468694097,9,0.0857487922705307,2013,545,545
"2013",0.949515568850463,4,2.96243291592129,11,2.08574879227053,2013,516,516
"2013",0.695829099530509,4,2.96243291592129,11,2.08574879227053,2013,516,516
"2013",1.62601282037034,1,0.740608228980322,13,4.08574879227053,2013,487,487
"2013",1.8796992896903,1,0.740608228980322,13,4.08574879227053,2013,487,487
"2013",0.949515568850463,6,4.44364937388193,9,0.0857487922705307,2013,153,153
"2013",0.864953412410478,6,4.44364937388193,9,0.0857487922705307,2013,153,153
"2013",0.315299395550577,6,4.44364937388193,8,-0.914251207729469,2013,81,81
"2013",0.611266943090524,0,0,10,1.08574879227053,2013,538,538
"2013",-0.14979246486934,0,0,14,5.08574879227053,2013,499,499
"2013",0.949515568850463,7,5.18425760286225,12,3.08574879227053,2013,514,514
"2013",1.11863988173043,7,5.18425760286225,12,3.08574879227053,2013,514,514
"2013",0.568985864870531,3,2.22182468694097,8,-0.914251207729469,2013,495,495
"2013",0.399861551990562,0,0,8,-0.914251207729469,2013,529,529
"2013",0.0193318480106299,0,0,9,0.0857487922705307,2013,523,523
"2013",1.03407772529045,3,2.22182468694097,10,1.08574879227053,2013,528,528
"2013",0.695829099530509,3,2.22182468694097,11,2.08574879227053,2013,79,79
"2013",0.0193318480106299,3,2.22182468694097,11,2.08574879227053,2013,79,79
"2013",-1.24910049858914,3,2.22182468694097,7,-1.91425120772947,2013,559,559
"2013",-1.16453834214916,0,0,7,-1.91425120772947,2013,508,508
"2013",-1.07997618570917,0,0,7,-1.91425120772947,2013,508,508
"2014",0.1884561608906,2,1.48121645796064,9,0.0857487922705307,2014,531,531
"2014",0.273018317330584,2,1.48121645796064,9,0.0857487922705307,2014,531,531
"2014",0.357580473770569,2,1.48121645796064,10,1.08574879227053,2014,545,545
"2014",1.58373174215035,5,3.70304114490161,10,1.08574879227053,2014,153,153
"2014",1.3300452728304,0,0,11,2.08574879227053,2014,538,538
"2014",1.2877641946104,0,0,11,2.08574879227053,2014,538,538
"2014",0.695829099530509,1,0.740608228980322,10,1.08574879227053,2014,550,550
"2014",0.991796647070456,0,0,14,5.08574879227053,2014,482,482
"2014",0.780391255970494,0,0,14,5.08574879227053,2014,482,482
"2014",-0.699446481729241,0,0,8,-0.914251207729469,2014,559,559
