"Year","std_Weight","ARS","rel_ARS","Age","Centered_Age","Year2","animal","StagCode"
"1992",0.357580473770569,1,0.740608228980322,11,2.08574879227053,1992,146,146
"1992",0.137718867026609,1,0.740608228980322,11,2.08574879227053,1992,146,146
"1992",0.40831776763456,1,0.740608228980322,8,-0.914251207729469,1992,282,282
"1992",-0.225898405665326,0,0,7,-1.91425120772947,1992,290,290
"1992",0.0193318480106299,0,0,7,-1.91425120772947,1992,290,290
"1992",0.886093951520475,0,0,12,3.08574879227053,1992,198,198
"1992",0.640863697844519,0,0,12,3.08574879227053,1992,198,198
"1992",-0.238582729131324,0,0,9,0.0857487922705307,1992,246,246
"1992",-0.0525459849633573,0,0,7,-1.91425120772947,1992,380,380
"1992",0.163087513958604,0,0,7,-1.91425120772947,1992,380,380
"1992",-0.386566502901297,0,0,9,0.0857487922705307,1992,335,335
"1992",-0.268179483885319,0,0,9,0.0857487922705307,1992,335,335
"1992",1.3215890571864,0,0,9,0.0857487922705307,1992,325,325
